id,value
2875104,104
901942,942
1338773,773
88252,252
642821,821
1692579,579
225834,834
2944778,778
2325039,39
3652403,403
1201501,501
393415,415
4569221,221
3367492,492
2078462,462
3463392,392
1331998,998
1257378,378
4388913,913
4796428,428
4121556,556
4344003,3
4143312,312
474958,958
3670263,263
2492806,806
3903011,11
1885164,164
1567691,691
2512338,338
3113084,84
3429472,472
448268,268
3129906,906
3221293,293
4141764,764
2111035,35
2126979,979
3722890,890
931750,750
4322051,51
826293,293
1449232,232
3599438,438
2537143,143
47455,455
4119199,199
1647462,462
4376799,799
4065664,664
857587,587
3306393,393
3511914,914
4022406,406
934638,638
2269120,120
895017,17
1269720,720
305411,411
859848,848
3434034,34
348813,813
1353004,4
4960556,556
4957354,354
2717980,980
3529167,167
3697597,597
4604586,586
3085344,344
805472,472
3103944,944
3607643,643
2648845,845
1455763,763
1038532,532
3038389,389
352576,576
2007645,645
1572240,240
3323047,47
3430890,890
2959201,201
1770718,718
3856808,808
2124920,920
3287413,413
3577138,138
1224407,407
4107861,861
2972556,556
466562,562
2042120,120
3693540,540
396956,956
955629,629
3279245,245
4407570,570
956439,439
4829688,688
291855,855
304750,750
1977067,67
1352663,663
2065626,626
777240,240
3047445,445
323858,858
2849440,440
3647503,503
1694996,996
516905,905
264315,315
3520553,553
2126955,955
147971,971
2337410,410
54225,225
4773904,904
136158,158
494473,473
2608711,711
3919555,555
4500669,669
1382310,310
2794427,427
2952869,869
4291121,121
4312986,986
4447212,212
3158587,587
1049417,417
3313925,925
3618097,97
2924643,643
2244462,462
505201,201
3183477,477
3744516,516
1710363,363
3310022,22
3184954,954
2615130,130
2483373,373
3079017,17
2864852,852
1744323,323
942610,610
4221624,624
2706037,37
4537359,359
2424731,731
3243914,914
631287,287
784358,358
3987327,327
4990353,353
2604672,672
1082242,242
3891947,947
895002,2
388691,691
643919,919
1519061,61
3471366,366
3194129,129
2765526,526
3891126,126
747946,946
4579338,338
2605622,622
4420970,970
1348161,161
4040584,584
4712050,50
3847478,478
3718768,768
4220081,81
2020014,14
168639,639
3741772,772
3374983,983
1860867,867
706130,130
418988,988
1033654,654
283882,882
925786,786
41206,206
1565668,668
722167,167
1802651,651
3491002,2
4014674,674
3013994,994
949124,124
4290161,161
4385832,832
3463249,249
1395573,573
4158,158
1348391,391
4580476,476
3528465,465
52625,625
2027471,471
2937775,775
4794823,823
201199,199
4799168,168
3355948,948
3730767,767
606958,958
3309191,191
1856741,741
4218744,744
4674000,0
3980369,369
168064,64
2811268,268
789511,511
632947,947
690714,714
447718,718
1945038,38
3222584,584
130471,471
3667425,425
2155524,524
2379058,58
3532025,25
3863068,68
3580056,56
304703,703
1238822,822
4955254,254
502058,58
3913545,545
2457035,35
1031459,459
2858804,804
4916449,449
848541,541
3763883,883
2691522,522
2817265,265
513584,584
4737767,767
3929139,139
2433109,109
2995326,326
2694585,585
1451342,342
4008059,59
2657752,752
3585440,440
3655547,547
584793,793
670152,152
1811278,278
4297247,247
3214677,677
1887545,545
4910279,279
4502797,797
1950266,266
4399842,842
4961435,435
1938751,751
1331218,218
4353064,64
39886,886
3885963,963
1770217,217
3486402,402
4135711,711
1448805,805
3797553,553
1521630,630
1387119,119
3504858,858
3411443,443
1400557,557
4476094,94
4277886,886
1679472,472
887723,723
2584448,448
2177866,866
922955,955
2173913,913
3991350,350
4954769,769
4704598,598
4777497,497
3387914,914
49272,272
2204424,424
1816928,928
1690833,833
967783,783
1391444,444
1720451,451
3100375,375
3012929,929
4127957,957
1075827,827
2957263,263
4782568,568
4275628,628
2567917,917
1446875,875
887176,176
1149466,466
2721987,987
2597842,842
2794609,609
2730568,568
2010276,276
3602627,627
765437,437
3878328,328
2710379,379
266592,592
2097287,287
177055,55
3281709,709
1790610,610
2559128,128
1782729,729
1266485,485
1487603,603
584158,158
4312543,543
4237702,702
2873491,491
472453,453
177210,210
2828842,842
3069585,585
3949062,62
574526,526
1045207,207
1363260,260
2850306,306
4190806,806
2067085,85
19251,251
4509030,30
416717,717
4916424,424
4867225,225
2612502,502
3741720,720
2811985,985
1028914,914
4943266,266
2646668,668
1839109,109
890656,656
2780835,835
497921,921
3816152,152
1440995,995
556235,235
1971405,405
182621,621
3823753,753
4132800,800
635234,234
387136,136
3552716,716
1670846,846
2054499,499
3985202,202
4424548,548
3708123,123
4177931,931
962923,923
386426,426
3789309,309
377943,943
209161,161
4262027,27
4848710,710
3120732,732
2434047,47
4403560,560
4336479,479
3039026,26
2754937,937
884592,592
4051527,527
906178,178
446235,235
1144249,249
339175,175
4760959,959
4407688,688
220536,536
3332285,285
4706711,711
646566,566
4757538,538
2094447,447
2498978,978
4084602,602
2812963,963
2282299,299
1845600,600
603394,394
4407190,190
2767737,737
4899592,592
1663636,636
3130541,541
686264,264
2075866,866
4086850,850
350073,73
3966936,936
2674073,73
281216,216
1208606,606
2131461,461
440827,827
4234389,389
744660,660
444012,12
2804513,513
2630463,463
586838,838
3625350,350
833593,593
836341,341
953116,116
1575070,70
1517364,364
1505316,316
2115973,973
1811517,517
2048324,324
1798675,675
1440292,292
4734603,603
3448752,752
3365846,846
4880937,937
2486438,438
4572208,208
4076262,262
1035659,659
2693020,20
412886,886
4892645,645
805069,69
4781379,379
453683,683
3085753,753
2239938,938
3888962,962
1608219,219
4199165,165
1935394,394
2018361,361
1108145,145
3788964,964
2529605,605
3054356,356
999238,238
2286527,527
848425,425
2309018,18
1859909,909
389018,18
994457,457
2249329,329
227128,128
1049358,358
4558863,863
4832190,190
2958864,864
3970694,694
485676,676
1185973,973
3088485,485
3608716,716
1465384,384
759775,775
1529780,780
20509,509
1792389,389
96035,35
2377312,312
4502567,567
4515800,800
133187,187
3784162,162
1872462,462
4367979,979
45578,578
2293038,38
4700667,667
2234501,501
3449091,91
1554021,21
2215440,440
4218187,187
896219,219
3368480,480
3781877,877
2996800,800
3872615,615
2023463,463
1107124,124
462833,833
2668395,395
2261224,224
579940,940
976677,677
2308604,604
1202902,902
1753277,277
2544171,171
4861932,932
422574,574
3307661,661
1564240,240
3269453,453
3134068,68
4248756,756
3253407,407
248911,911
1104704,704
2420941,941
4567930,930
932103,103
618854,854
3535660,660
3993114,114
449710,710
2970764,764
326353,353
1215108,108
581636,636
119565,565
1457955,955
1588220,220
2802928,928
1743511,511
3063424,424
1856942,942
4822164,164
3599537,537
3214741,741
1335925,925
4320952,952
4581286,286
2220541,541
3698953,953
1724884,884
2339695,695
3324942,942
3178561,561
3414250,250
3289892,892
3315750,750
2239877,877
3510899,899
2105433,433
2515048,48
4219910,910
3680896,896
4247371,371
3352499,499
2641938,938
1483642,642
4825812,812
1685141,141
2934318,318
4881916,916
28560,560
1594160,160
1650666,666
3846120,120
4897063,63
1728125,125
2213766,766
852777,777
1757370,370
72151,151
3931701,701
3606312,312
2158480,480
1741790,790
4121823,823
381755,755
4106166,166
3268418,418
3210373,373
2377928,928
3189575,575
1555776,776
2612585,585
2590622,622
2194278,278
3456901,901
618999,999
739014,14
2719279,279
1940257,257
1764604,604
4697727,727
7300,300
2202392,392
3687514,514
1989743,743
940264,264
3466117,117
824982,982
4297973,973
4405012,12
1038461,461
610659,659
2377613,613
4524265,265
2513255,255
3540531,531
4777308,308
1573319,319
1150371,371
2751753,753
4367301,301
2723855,855
715529,529
3867852,852
4545600,600
3906143,143
2741841,841
4709977,977
3820281,281
2416274,274
260892,892
285089,89
4508093,93
1249993,993
1046793,793
4201061,61
2746890,890
885523,523
1806186,186
410301,301
54210,210
3493703,703
4922506,506
754870,870
2468928,928
3723421,421
3586519,519
1186752,752
390942,942
4585578,578
1807489,489
3731793,793
1440427,427
1523935,935
1218529,529
1173690,690
4501687,687
4953394,394
4210443,443
4602568,568
3602863,863
1590478,478
2651352,352
4791361,361
4689029,29
474743,743
4997273,273
3249485,485
98183,183
2429987,987
1562345,345
3838150,150
2973221,221
2936272,272
4028529,529
3026358,358
186568,568
963096,96
3121812,812
289825,825
2560779,779
184388,388
3387959,959
410901,901
665321,321
3168073,73
4962389,389
3444789,789
2165063,63
979004,4
1512857,857
221493,493
1936146,146
3031621,621
2165693,693
4117850,850
159716,716
243875,875
1040413,413
4118031,31
476982,982
2584121,121
3532123,123
679452,452
3405041,41
3681451,451
1137222,222
3138766,766
3559166,166
4347270,270
1195593,593
1599788,788
3963855,855
1981513,513
2250471,471
3054238,238
4770015,15
2126646,646
4812862,862
48091,91
2034592,592
3620285,285
2515871,871
3700837,837
1491210,210
1582069,69
564710,710
2327609,609
983013,13
4326678,678
485673,673
524066,66
842649,649
823504,504
1766079,79
170434,434
2138898,898
3295012,12
2180253,253
2252092,92
1152661,661
1902762,762
2378609,609
168256,256
2931364,364
813868,868
2699484,484
2415994,994
2291748,748
769581,581
3158080,80
544022,22
2917627,627
133637,637
3579634,634
3594331,331
2427945,945
4080555,555
4905782,782
3368542,542
1192287,287
752218,218
3877581,581
3753150,150
1625852,852
661589,589
203254,254
2971440,440
4068297,297
614816,816
3889996,996
3305673,673
4509906,906
4225111,111
3360765,765
1248266,266
2607302,302
2951473,473
4386278,278
2499642,642
2038633,633
498912,912
2097917,917
4046066,66
636672,672
2736556,556
534027,27
2993716,716
4717867,867
2253614,614
4755579,579
3397172,172
2066954,954
2875859,859
2733084,84
3836136,136
532481,481
4783377,377
1200398,398
622255,255
1376122,122
346452,452
3810444,444
572909,909
2484016,16
4432850,850
2275332,332
12516,516
1093570,570
1243995,995
4615088,88
3025598,598
1625485,485
2243352,352
3816945,945
1845606,606
1878480,480
3240022,22
2131055,55
1826865,865
4142042,42
3263986,986
1867244,244
785196,196
4825079,79
4036133,133
3414413,413
2051389,389
1053538,538
2640139,139
4481121,121
3113499,499
3873815,815
38223,223
4865595,595
1722096,96
1325634,634
4028245,245
4805661,661
1559659,659
431261,261
4334599,599
4027128,128
176636,636
1209700,700
551895,895
51045,45
2304382,382
876932,932
1748028,28
4098488,488
819864,864
1242361,361
3451222,222
2340985,985
780395,395
4259200,200
4298012,12
2672294,294
3204560,560
1227956,956
4986753,753
3166599,599
2003238,238
3098055,55
402772,772
1646050,50
1216737,737
2377691,691
1242187,187
1317653,653
2846474,474
944195,195
4398709,709
751841,841
3053399,399
407898,898
2595829,829
1337195,195
388683,683
1192125,125
2566492,492
874683,683
305486,486
2540455,455
2103021,21
3861096,96
2194428,428
4880176,176
4465361,361
1144253,253
4066040,40
242136,136
1730807,807
1151651,651
782096,96
3784550,550
447036,36
4032926,926
1283094,94
298412,412
14047,47
241730,730
2845889,889
1394255,255
1247158,158
3037874,874
1768169,169
4084129,129
1222841,841
2204020,20
4929020,20
4182162,162
74951,951
69550,550
1881916,916
2374601,601
3197813,813
