id,value
3148488,488
4109346,346
4450987,987
2884397,397
850226,226
1341127,127
786743,743
2176072,72
1710395,395
3476369,369
671212,212
3503012,12
2153669,669
2682038,38
1392071,71
3887065,65
333136,136
1820876,876
3612696,696
1550761,761
1088338,338
614245,245
3347975,975
1905819,819
3377322,322
3162655,655
2548320,320
3533037,37
159521,521
581454,454
1864632,632
576031,31
4237641,641
2874011,11
899993,993
2383459,459
4992475,475
1392099,99
2383866,866
4921713,713
2748981,981
874540,540
3762973,973
1015566,566
4035288,288
3234307,307
1599740,740
387908,908
4393413,413
596461,461
652673,673
3104302,302
587845,845
4408966,966
4450506,506
4510054,54
50760,760
3780948,948
3822260,260
2250516,516
3362236,236
4527550,550
4777590,590
4267748,748
4072101,101
4972969,969
1495595,595
4085877,877
3701864,864
2223404,404
2506830,830
4089167,167
3532228,228
3773634,634
1762181,181
2282966,966
1928312,312
3354369,369
4932645,645
3134866,866
4411555,555
475609,609
2341807,807
4269475,475
2890206,206
2868989,989
1933791,791
588104,104
1245798,798
1205586,586
300393,393
1489212,212
1425167,167
804700,700
396089,89
1340725,725
363122,122
2228237,237
611264,264
24658,658
2590951,951
3196357,357
1673750,750
3387863,863
2427875,875
3795006,6
4095988,988
840343,343
978587,587
1230697,697
4822687,687
2652779,779
329827,827
4215697,697
2186383,383
2131820,820
4645050,50
1582636,636
1004460,460
2781560,560
3050244,244
1530796,796
1585242,242
93431,431
4498633,633
3106467,467
4158808,808
1083841,841
4298934,934
2462021,21
1571927,927
260837,837
3570656,656
3902551,551
422917,917
255091,91
2044433,433
505511,511
1654783,783
2612008,8
2608974,974
4415387,387
2994525,525
30544,544
3772088,88
3396815,815
4008499,499
1855099,99
2084364,364
3164016,16
4083931,931
4947125,125
4680728,728
4890810,810
1031515,515
370693,693
2174992,992
356123,123
3072812,812
4135412,412
2319315,315
807550,550
2060261,261
167704,704
1090186,186
3966607,607
2483194,194
503864,864
1812018,18
4131380,380
2686413,413
251306,306
1178454,454
468398,398
2186506,506
710456,456
89243,243
3153400,400
1483239,239
1735305,305
4548134,134
3563556,556
4558542,542
3916595,595
873757,757
1397935,935
2480214,214
517883,883
773093,93
1705274,274
4517455,455
320456,456
4591905,905
4358896,896
665492,492
2339671,671
2881358,358
2408231,231
2818778,778
3532097,97
4234458,458
1070892,892
1249503,503
425330,330
2220943,943
4619924,924
4746394,394
748435,435
1808512,512
3270972,972
4858414,414
4415609,609
3267853,853
4427753,753
4993942,942
1157701,701
2711439,439
1505261,261
4019054,54
4617370,370
1827617,617
2895628,628
2531743,743
4093387,387
1004700,700
4194800,800
2473229,229
277931,931
954233,233
3843478,478
1752309,309
1760158,158
1014428,428
3308366,366
2393478,478
2895151,151
444101,101
1486891,891
2032775,775
3917938,938
1109708,708
85376,376
4562238,238
1094188,188
3958771,771
3599705,705
4072690,690
4157353,353
812967,967
2655339,339
1563501,501
4596550,550
3565916,916
1144935,935
86985,985
4716449,449
2099471,471
1320500,500
4100720,720
1263850,850
4555436,436
1501127,127
2779264,264
3070619,619
2932333,333
3283710,710
75973,973
4929132,132
3284643,643
3848056,56
3769514,514
1162379,379
4493685,685
3160664,664
817327,327
3462083,83
4459892,892
2672847,847
181169,169
1195125,125
1948839,839
4113740,740
4858691,691
1075667,667
935117,117
4106664,664
3857377,377
1884236,236
4657415,415
4965667,667
2040265,265
4029011,11
345255,255
2146547,547
3728259,259
1624194,194
4708285,285
4833812,812
2402226,226
4969746,746
4801576,576
700877,877
2485571,571
2588952,952
2660328,328
4197322,322
1080047,47
