id,value
1125744,744
1319777,777
453885,885
3858360,360
356359,359
1432358,358
1127301,301
1867648,648
1690313,313
1928060,60
506234,234
4026909,909
2364126,126
4395261,261
4070898,898
1079432,432
2917753,753
1320051,51
2067126,126
408231,231
2635228,228
3577409,409
3284966,966
3606106,106
475739,739
3145740,740
3331628,628
1034728,728
3313947,947
1466591,591
976182,182
2157745,745
3782797,797
3805292,292
4027622,622
1687436,436
3915537,537
3116388,388
281999,999
2397818,818
2593825,825
643152,152
4704972,972
1764444,444
4555267,267
606866,866
2128264,264
4851170,170
1613391,391
166579,579
3353282,282
878779,779
1029533,533
4025818,818
829517,517
2718000,0
517121,121
551437,437
697430,430
3930671,671
771468,468
2429689,689
1715720,720
985164,164
2853862,862
3405256,256
398900,900
2803306,306
4106848,848
630249,249
1306943,943
1501626,626
520327,327
81326,326
2160771,771
1000367,367
3602193,193
1190702,702
3842978,978
3507325,325
1932179,179
3337793,793
2827542,542
3054839,839
3543358,358
3079259,259
4202819,819
876522,522
1968577,577
1638489,489
840100,100
3647791,791
4372464,464
3751764,764
4060563,563
986831,831
3864809,809
3593320,320
2384863,863
1259653,653
1022158,158
770147,147
3611762,762
1335549,549
4870156,156
2347819,819
442609,609
1044579,579
1137984,984
4930324,324
1688572,572
933421,421
2103203,203
615939,939
4031323,323
4783758,758
1018172,172
2880326,326
3891645,645
1896527,527
432750,750
3441534,534
1817315,315
2334339,339
3316772,772
307347,347
4980137,137
1128098,98
3351270,270
964191,191
532629,629
4345103,103
4249931,931
3576509,509
4787086,86
4777707,707
149004,4
3170577,577
2127018,18
3721479,479
3769257,257
502608,608
1513958,958
3857495,495
1598572,572
4024770,770
3518616,616
221172,172
4837352,352
3551533,533
1174483,483
758726,726
1798419,419
3517649,649
2968084,84
2421802,802
1270578,578
2816522,522
2985,985
1944122,122
413040,40
3952845,845
2112156,156
1672452,452
1992674,674
1583821,821
2870324,324
2351500,500
225628,628
2961047,47
230343,343
459848,848
4238904,904
2154653,653
1283630,630
470776,776
1299714,714
959400,400
1442381,381
4467940,940
617510,510
1734244,244
203394,394
139659,659
2638293,293
2675797,797
2180308,308
166429,429
3463820,820
3656942,942
2813306,306
2915735,735
2910993,993
378466,466
3901842,842
2534084,84
2926156,156
577280,280
4045377,377
31466,466
4845618,618
676286,286
3657270,270
312267,267
2391896,896
2527003,3
1975656,656
3766394,394
743936,936
2526356,356
2793990,990
587406,406
3702815,815
4193017,17
3343278,278
4788443,443
4607920,920
1799839,839
902592,592
403477,477
2674731,731
4766007,7
850021,21
2539851,851
2549263,263
1345467,467
2005585,585
3690357,357
2129332,332
2066699,699
1510065,65
652844,844
2179526,526
4094099,99
4547965,965
1759068,68
3307067,67
3658115,115
207722,722
4859939,939
3474400,400
1162685,685
3263030,30
3053554,554
3770796,796
1538993,993
3260676,676
1463384,384
4921450,450
3815924,924
2460552,552
3012182,182
4879219,219
544068,68
952202,202
4721487,487
1633863,863
4367484,484
990647,647
3664009,9
4861927,927
2916561,561
2964994,994
3996830,830
4136756,756
396307,307
4106233,233
4661670,670
1273289,289
1641119,119
3997994,994
394760,760
1822309,309
1954287,287
3912173,173
3923623,623
4730581,581
1564203,203
2442656,656
205316,316
3674474,474
3234579,579
2488204,204
2147734,734
3651612,612
3885274,274
847771,771
4354480,480
4513078,78
298221,221
2996817,817
694748,748
476327,327
4032593,593
1882932,932
793039,39
2228479,479
1225161,161
4204032,32
1920374,374
2834469,469
1340667,667
815093,93
2519866,866
3612300,300
4473806,806
3015679,679
3409138,138
597116,116
1500548,548
2078704,704
3849679,679
1382808,808
3158060,60
2638639,639
4330553,553
4566092,92
4214369,369
2885003,3
2720501,501
1447415,415
4803386,386
2533441,441
4766469,469
1585608,608
3202648,648
3546449,449
939537,537
2168160,160
985697,697
4851554,554
1505624,624
1300503,503
592318,318
1718397,397
3610441,441
2157562,562
4295092,92
3834744,744
1182157,157
810757,757
456925,925
1446050,50
4232826,826
4533415,415
4460326,326
4230135,135
382328,328
4021807,807
4008443,443
1422405,405
4813468,468
3702644,644
1076264,264
2931780,780
4228864,864
676519,519
269037,37
3214801,801
4500798,798
1341312,312
3643931,931
4839181,181
738062,62
1856570,570
3167455,455
256202,202
4617283,283
2279664,664
2535885,885
1269677,677
4077181,181
3023266,266
4984149,149
3384777,777
1443118,118
4979069,69
3553840,840
1619472,472
4146588,588
