id,value
4404663,663
2642045,45
3780139,139
150458,458
5697,697
1416766,766
3468325,325
953395,395
4951602,602
158021,21
1475495,495
3119976,976
3852730,730
231619,619
4802641,641
2081486,486
614718,718
3385737,737
558972,972
2327430,430
3456648,648
1535188,188
4170499,499
1884194,194
2603677,677
3737462,462
4404007,7
4132368,368
1986482,482
895114,114
2200861,861
2622620,620
4427834,834
1154633,633
4212443,443
2912896,896
1054923,923
4463346,346
2910025,25
1094360,360
3278037,37
2778708,708
2026298,298
2999998,998
200988,988
160378,378
1504350,350
3553211,211
3614779,779
1263760,760
1795670,670
2722732,732
1847977,977
585691,691
55182,182
2232130,130
388230,230
3875426,426
1331751,751
391962,962
990482,482
4795579,579
2306122,122
701617,617
2843375,375
433723,723
1168337,337
3014767,767
1317589,589
2554801,801
3859060,60
2189643,643
4953596,596
2278289,289
2886047,47
2308780,780
2017474,474
4229525,525
34097,97
3546092,92
2734627,627
4294298,298
226154,154
1240314,314
2937899,899
4740723,723
2785546,546
4710583,583
1835225,225
3734811,811
2777801,801
2680056,56
1333655,655
4154838,838
4252420,420
3678223,223
316512,512
4963927,927
3892419,419
4258707,707
1867149,149
290902,902
4510461,461
235129,129
1063667,667
2431170,170
1235077,77
2308389,389
2375443,443
2393880,880
2324895,895
2918535,535
2785120,120
2613932,932
3512012,12
3002172,172
1183250,250
1361538,538
1120994,994
1061106,106
3881246,246
4062727,727
3783679,679
2330129,129
3644915,915
28598,598
1788438,438
2975352,352
4835632,632
1210414,414
4969423,423
2272745,745
4275961,961
3897969,969
3643794,794
2147997,997
4292227,227
181416,416
4976975,975
1919194,194
4674478,478
4096329,329
1430585,585
3780333,333
356441,441
3990822,822
1817663,663
4356016,16
2790006,6
3736848,848
8839,839
4426842,842
881241,241
2258395,395
1421882,882
3036868,868
740365,365
555720,720
3620614,614
4707599,599
3107079,79
4004726,726
3614134,134
3234397,397
2980929,929
1406712,712
3355610,610
184305,305
3588530,530
621713,713
3814921,921
4843243,243
4545666,666
4565167,167
2908547,547
4227462,462
3953448,448
2804328,328
3974934,934
343039,39
4018982,982
1460228,228
3516630,630
2350240,240
433356,356
1454411,411
2172067,67
2630049,49
1041000,0
2401169,169
3846318,318
1836522,522
1711356,356
4700054,54
1184106,106
4483112,112
943849,849
1972406,406
1826272,272
3370938,938
2674866,866
4537570,570
4974393,393
2241246,246
4913700,700
2081396,396
3519594,594
1806417,417
738959,959
3945861,861
3534098,98
2396690,690
3326965,965
986409,409
85704,704
1011249,249
3474262,262
1912488,488
3872670,670
3035143,143
238584,584
3526155,155
4464058,58
4621052,52
1967980,980
1216304,304
3072250,250
2375126,126
4618164,164
1101721,721
4618397,397
738565,565
785285,285
3910127,127
4545857,857
4495308,308
1175207,207
1275396,396
3401130,130
3752820,820
2016110,110
111740,740
2694912,912
2323097,97
3168244,244
1482697,697
3503477,477
3823677,677
4031896,896
14462,462
4456506,506
3709852,852
77353,353
4001913,913
2860028,28
4811418,418
3623708,708
1461762,762
1423301,301
4894575,575
104827,827
208967,967
2881893,893
4362917,917
3416427,427
2178983,983
1268142,142
882882,882
3013400,400
2314141,141
2777619,619
706615,615
2912786,786
1318809,809
1513923,923
2569131,131
2478190,190
1554283,283
1493819,819
2877811,811
4184244,244
4473138,138
120438,438
1008078,78
3185037,37
3906612,612
4439507,507
4147201,201
1582923,923
3913272,272
2835247,247
1607595,595
2288192,192
28303,303
650713,713
2131129,129
4456384,384
3628518,518
2712982,982
3498050,50
1672233,233
3350962,962
2255710,710
1224459,459
4528336,336
2109680,680
2381177,177
2244479,479
3238449,449
4754855,855
230808,808
1980892,892
4919306,306
583392,392
2889858,858
2563534,534
722336,336
4601878,878
3794336,336
2051880,880
37578,578
3046877,877
1519226,226
1179693,693
2650212,212
4263546,546
3783122,122
3435314,314
2789244,244
3828624,624
2463398,398
419912,912
2346678,678
4063632,632
1107488,488
3374190,190
4538931,931
4832714,714
1644635,635
845406,406
4649236,236
192969,969
4245875,875
3838006,6
4695357,357
3687684,684
1063889,889
