id,value
802380,380
2206080,80
4922616,616
4356287,287
697048,48
2785457,457
1144851,851
1262223,223
2561509,509
3576748,748
1353893,893
3748557,557
2381919,919
1754528,528
2079437,437
261897,897
1460272,272
554187,187
186616,616
2584831,831
1519520,520
2198702,702
1802623,623
2948846,846
1405827,827
3240916,916
2885932,932
4642657,657
594241,241
577699,699
3444957,957
2029756,756
2711414,414
1021430,430
36122,122
4608417,417
3983120,120
1834700,700
4044786,786
2449,449
3840236,236
4527426,426
1224783,783
1270193,193
821692,692
2587445,445
378406,406
1196537,537
557983,983
684772,772
847052,52
3634943,943
2339034,34
3660293,293
4682426,426
2428606,606
4524293,293
1354258,258
4908318,318
199761,761
179695,695
2218733,733
655295,295
2791447,447
32366,366
3743321,321
3157162,162
3121547,547
2182891,891
3823298,298
2834047,47
2339664,664
1097994,994
4625503,503
2951382,382
3206413,413
4816602,602
1596403,403
3789949,949
465230,230
4597311,311
2844140,140
3716304,304
3896873,873
531906,906
1196404,404
4571022,22
885176,176
1218892,892
4763771,771
3399041,41
1955897,897
2085014,14
2160744,744
1296947,947
4718996,996
868666,666
2600597,597
4568578,578
493229,229
4563281,281
2260847,847
291067,67
1341356,356
583358,358
178725,725
872545,545
1577672,672
1753009,9
2775642,642
322943,943
1177958,958
3807043,43
936002,2
562325,325
162969,969
1782720,720
1565045,45
1651841,841
3678582,582
1824514,514
3618735,735
3160672,672
1823092,92
3700825,825
98872,872
601355,355
3289599,599
2273109,109
1448360,360
2905294,294
2458559,559
4824333,333
185311,311
397364,364
1945563,563
2402601,601
2519207,207
3314187,187
1068089,89
1785206,206
1193770,770
3585367,367
3361979,979
3549045,45
4801376,376
2393929,929
232959,959
4747665,665
4872300,300
4739216,216
4005939,939
2000239,239
1238431,431
844381,381
2478176,176
816928,928
2160650,650
161160,160
2860291,291
3788506,506
243930,930
3254152,152
240366,366
1986573,573
4467224,224
2879685,685
3208369,369
4005315,315
169782,782
1700878,878
4778019,19
91542,542
1754916,916
4740544,544
162432,432
386696,696
339653,653
3336453,453
1844388,388
4455379,379
2567029,29
2047155,155
338813,813
2275194,194
3361208,208
3542330,330
3719106,106
1704107,107
2658907,907
4235001,1
61640,640
4254749,749
4628085,85
1472812,812
1114770,770
2752088,88
1982459,459
1814046,46
514165,165
1732374,374
1705033,33
966596,596
2025062,62
3925060,60
3587939,939
163781,781
551525,525
3230480,480
3840761,761
2658019,19
4168378,378
3417865,865
4069645,645
3022175,175
3625082,82
1656263,263
4821686,686
55016,16
961408,408
709277,277
282262,262
4174231,231
300804,804
4333575,575
1934392,392
4790204,204
1673714,714
2096453,453
1232684,684
3109996,996
2631316,316
4818779,779
3543698,698
2338554,554
674197,197
4670882,882
2190903,903
1396388,388
1550025,25
2159658,658
2994945,945
4377827,827
2515981,981
3144770,770
3508973,973
104301,301
3201623,623
1955292,292
1361852,852
3750203,203
3186780,780
4853565,565
2701183,183
2748871,871
1342961,961
1424520,520
477437,437
3995129,129
1427042,42
4493069,69
4360719,719
2069248,248
1638529,529
126430,430
2712442,442
546131,131
2247231,231
2699047,47
3718467,467
4172108,108
2305034,34
1024346,346
3538416,416
3192279,279
1734481,481
3446394,394
436082,82
1544659,659
3667482,482
241241,241
2192847,847
179375,375
2381004,4
768128,128
2671336,336
826877,877
3522190,190
822102,102
449802,802
1173855,855
2348724,724
4497651,651
4763914,914
177573,573
3980183,183
3997493,493
2444637,637
2596125,125
4981709,709
2451428,428
2134225,225
2638361,361
4258195,195
4060084,84
4794346,346
3680672,672
2513316,316
2331966,966
4794458,458
4800487,487
4984373,373
3132161,161
3297439,439
609583,583
3929436,436
1301992,992
350828,828
1427383,383
628822,822
700140,140
212695,695
3990928,928
3297246,246
4822907,907
775617,617
1551055,55
4791503,503
1957060,60
2023118,118
2893838,838
114617,617
1841757,757
4775573,573
3441360,360
516394,394
979187,187
110950,950
3388427,427
2639705,705
4324951,951
4663157,157
3429860,860
3078472,472
702093,93
4082755,755
2066272,272
1114617,617
3883092,92
2102600,600
4795301,301
1839784,784
12970,970
1764248,248
3445503,503
394605,605
2118427,427
674167,167
3900014,14
421680,680
3066658,658
2699071,71
637505,505
118756,756
4821472,472
3158679,679
2028989,989
4309741,741
108813,813
4778911,911
1694403,403
1337414,414
1472438,438
1607056,56
647171,171
3373996,996
1830061,61
202893,893
1803798,798
1085088,88
2660617,617
2267986,986
1228382,382
4738221,221
796679,679
1651067,67
4552487,487
2481833,833
943846,846
2695228,228
3738028,28
1308896,896
2583253,253
3788751,751
4971590,590
4168873,873
2345370,370
4519079,79
2145632,632
220031,31
3101122,122
1284981,981
580424,424
1924626,626
3350721,721
3874563,563
747240,240
4829727,727
3072619,619
3136796,796
432667,667
288187,187
4834371,371
1732104,104
1084880,880
2320573,573
1392431,431
4732905,905
2721066,66
4112473,473
1412669,669
926371,371
820272,272
1072274,274
2430534,534
1544981,981
3255833,833
3338204,204
1785910,910
2643548,548
2406022,22
1887759,759
2140194,194
3499476,476
1445868,868
4232037,37
387588,588
2897811,811
4417058,58
2680748,748
1716991,991
2178142,142
1850783,783
2833621,621
3317714,714
480265,265
3935250,250
3180382,382
2922795,795
382343,343
4474224,224
4218765,765
4571042,42
83392,392
3364261,261
4114028,28
4066267,267
3896054,54
3832588,588
4062239,239
3416092,92
4881429,429
1038707,707
4132286,286
2155900,900
4516060,60
3217510,510
3988699,699
3009060,60
2088505,505
2593944,944
1317214,214
841893,893
2532889,889
2146478,478
162364,364
1446038,38
3714776,776
2270503,503
4756249,249
1619996,996
3728590,590
4122152,152
2238059,59
270664,664
1380809,809
691647,647
4481608,608
2488410,410
4626036,36
3947119,119
918127,127
2630522,522
4130586,586
1845551,551
14982,982
4060320,320
4413316,316
2142854,854
76327,327
4160047,47
1540521,521
1963450,450
4301543,543
1108259,259
2942652,652
4623117,117
1910811,811
1785458,458
3831187,187
3417823,823
3346111,111
1570568,568
3782572,572
542955,955
1348242,242
1312216,216
1204752,752
4017251,251
1158593,593
4674350,350
1423087,87
786103,103
2405472,472
2970977,977
1421081,81
2101223,223
533035,35
4154146,146
2273994,994
246549,549
523070,70
751090,90
2738152,152
