id,value
4782938,938
337440,440
3433945,945
2168548,548
2781336,336
1085194,194
2938764,764
498779,779
1074050,50
2144871,871
1450701,701
4349617,617
2451730,730
586867,867
3390279,279
2297410,410
1908210,210
4765832,832
754509,509
3133370,370
3198138,138
4989693,693
3040801,801
4426129,129
2542193,193
4570589,589
4463614,614
376945,945
4793010,10
650322,322
4033918,918
3474839,839
1681810,810
674230,230
3989785,785
25050,50
4084864,864
46954,954
4900314,314
3387736,736
2453133,133
2456463,463
4275106,106
4831592,592
2034105,105
272399,399
3441997,997
2235649,649
1725918,918
1509122,122
1754738,738
439816,816
2910140,140
1886368,368
2063689,689
3073042,42
2958605,605
3426019,19
4359635,635
2664012,12
3380533,533
4494022,22
4085055,55
3258805,805
1579556,556
4298587,587
2125431,431
505350,350
3253648,648
935288,288
596374,374
7240,240
199963,963
412457,457
3693460,460
1504306,306
4439756,756
3609215,215
2366903,903
3466598,598
1064396,396
287402,402
2088667,667
4537697,697
243874,874
4867026,26
1100973,973
381917,917
4867468,468
3369671,671
3658339,339
580741,741
834229,229
1678331,331
2890199,199
2776147,147
1750514,514
4430348,348
2050978,978
3017623,623
4502146,146
3062194,194
4935456,456
2944667,667
3272631,631
1898154,154
3791625,625
3490903,903
1353528,528
2472048,48
4143453,453
2545107,107
4071416,416
1889792,792
2486315,315
793526,526
4734227,227
176885,885
4943394,394
1047935,935
1364550,550
4693717,717
1518272,272
968727,727
4747230,230
3966339,339
514945,945
4857617,617
3893734,734
2829885,885
2650493,493
3894555,555
2349699,699
1879033,33
4775742,742
2984126,126
1387674,674
3825638,638
2915180,180
3761669,669
942973,973
4748205,205
2098778,778
4816415,415
1385765,765
2191508,508
2914966,966
4242489,489
3846838,838
4875977,977
4775839,839
4949870,870
4322451,451
822260,260
2128306,306
95323,323
3711089,89
855129,129
4771434,434
292048,48
533022,22
2092560,560
2357089,89
3099642,642
4556024,24
4210173,173
4788532,532
2474603,603
681314,314
874731,731
2514633,633
3125101,101
2160708,708
3405841,841
4314127,127
2943188,188
1310952,952
2831207,207
1146742,742
2316525,525
4389149,149
83569,569
1682071,71
4731184,184
2463798,798
2005478,478
4516712,712
4137101,101
1134989,989
1081459,459
3043101,101
3078601,601
974338,338
2033528,528
4649334,334
1631482,482
2051765,765
1717224,224
1789490,490
667540,540
1605952,952
2304562,562
4397523,523
1067216,216
4594377,377
816296,296
4669672,672
4950733,733
2738644,644
690072,72
2380825,825
3583173,173
4345528,528
2125742,742
3536595,595
150531,531
1319324,324
4469548,548
1482632,632
10702,702
3249628,628
4175844,844
4105128,128
4324476,476
1584836,836
3362874,874
1811384,384
3401199,199
2232506,506
3294985,985
3815826,826
2533701,701
2638506,506
3741649,649
2203153,153
327945,945
2403191,191
3332210,210
1492275,275
1790883,883
3219721,721
4513390,390
4106145,145
1808937,937
2767661,661
4227877,877
3353856,856
1614132,132
4758898,898
1000429,429
1855163,163
4972876,876
1537760,760
3627401,401
4830522,522
1994328,328
2512106,106
4084545,545
4050919,919
4651493,493
1956333,333
4973872,872
1593148,148
1503605,605
1040750,750
1396596,596
3316498,498
1960564,564
920767,767
149913,913
4143559,559
4220680,680
1228802,802
3378424,424
4560976,976
3180870,870
1510121,121
2002921,921
1906983,983
1797930,930
663106,106
697489,489
611552,552
4426442,442
89057,57
1966642,642
2208297,297
1162712,712
2793683,683
3998108,108
2777308,308
4570316,316
2831106,106
3573050,50
2769663,663
2269962,962
896262,262
900785,785
4589506,506
613472,472
2983850,850
3123680,680
2893009,9
171214,214
2637887,887
1135794,794
3484491,491
1380472,472
831706,706
4857237,237
4459939,939
1216147,147
3371622,622
3238861,861
145846,846
1070078,78
1994160,160
1789770,770
3155702,702
3895259,259
4687260,260
3047872,872
2150686,686
2161044,44
37607,607
4145226,226
542722,722
2921113,113
2158630,630
3820274,274
4214546,546
823154,154
4646975,975
837556,556
2954120,120
3847182,182
3809486,486
1632099,99
1043972,972
3733326,326
4296974,974
4061890,890
3669203,203
4997761,761
3011626,626
3757570,570
3937511,511
690996,996
1186800,800
4525549,549
3459274,274
4158538,538
4421145,145
3660726,726
1998274,274
476290,290
325471,471
4648961,961
4695377,377
2909864,864
4868028,28
2680130,130
2284407,407
2404423,423
3545612,612
4971372,372
3297649,649
1112243,243
3133041,41
253476,476
3072126,126
265874,874
1335664,664
2209261,261
381479,479
715914,914
2308860,860
3883816,816
609241,241
4557889,889
2339048,48
4276774,774
4845633,633
2372438,438
1711210,210
2203517,517
1442378,378
4343904,904
1795516,516
3918025,25
2339781,781
4211912,912
599775,775
4502822,822
1930407,407
2328250,250
98203,203
2839588,588
1218467,467
2984385,385
1059550,550
4612210,210
1800561,561
3962536,536
1680734,734
2937825,825
1616761,761
1680326,326
51174,174
219054,54
4327162,162
1930859,859
209293,293
1402523,523
4288452,452
1585987,987
39498,498
3461538,538
611660,660
3928134,134
1625777,777
4611449,449
3509247,247
3340065,65
3535520,520
4873231,231
2931720,720
12062,62
1090238,238
4039177,177
3890919,919
1606320,320
945219,219
3589093,93
769472,472
4204167,167
476566,566
3709181,181
3086862,862
4597905,905
4385028,28
582436,436
4254368,368
1593272,272
4163174,174
1812223,223
711278,278
1411441,441
4304164,164
3028708,708
2732953,953
1643336,336
722330,330
2591072,72
2417196,196
2378868,868
3170763,763
3186396,396
888113,113
3969126,126
4830736,736
3806828,828
2890980,980
2962367,367
2953629,629
694276,276
2423250,250
119865,865
4431839,839
4826549,549
848171,171
3882190,190
1208128,128
3034307,307
3637225,225
2167580,580
4062290,290
451198,198
589007,7
1941828,828
2509080,80
3367209,209
24150,150
3908717,717
71061,61
103889,889
3884540,540
2570741,741
1916249,249
3212822,822
1859258,258
2769859,859
2201475,475
2886193,193
4338715,715
4958368,368
1813250,250
4594565,565
1552602,602
2780819,819
3958158,158
2850550,550
2821480,480
528184,184
462133,133
2767434,434
1229395,395
1050429,429
1069894,894
1966367,367
351803,803
4772995,995
4362774,774
3881415,415
2263057,57
956096,96
3196537,537
1651764,764
3319617,617
1215053,53
4405997,997
1076314,314
956189,189
2120248,248
4305918,918
2508060,60
1375125,125
4104287,287
249467,467
665973,973
2149046,46
4121352,352
3639116,116
2744092,92
4887838,838
1773486,486
259890,890
731996,996
253666,666
2056744,744
3417194,194
2483389,389
3302011,11
1483349,349
186791,791
2690024,24
1722419,419
1954673,673
4492369,369
541927,927
1996172,172
2430702,702
4326620,620
3647754,754
689642,642
141065,65
4988478,478
813394,394
4249873,873
3300107,107
1567951,951
1192193,193
410631,631
2002324,324
1326733,733
3266496,496
2001487,487
2984235,235
2684079,79
4506513,513
1579898,898
4089214,214
3116900,900
4200122,122
4653384,384
3160584,584
3549133,133
415441,441
363612,612
4707394,394
2055004,4
2551226,226
3291266,266
2764127,127
2788271,271
521864,864
4838806,806
4949322,322
4088994,994
1184756,756
1982627,627
2045114,114
1232298,298
3226951,951
2188255,255
2718909,909
1283454,454
3612992,992
1436730,730
2453196,196
2039231,231
2820993,993
2417039,39
1428716,716
1027960,960
4888796,796
3316910,910
211220,220
