id,value
3852888,888
988777,777
4227677,677
1533087,87
2000074,74
1466144,144
3180263,263
692031,31
665447,447
1141170,170
2072092,92
928809,809
855826,826
3580258,258
3954373,373
4045703,703
4779155,155
3881083,83
7926,926
4200887,887
1455889,889
3184378,378
1577574,574
179511,511
2562636,636
2208347,347
2498209,209
48589,589
2613625,625
3288556,556
3779717,717
1280385,385
2169920,920
2897096,96
3617396,396
2043427,427
4693744,744
2106583,583
3484315,315
3016536,536
1353018,18
2600056,56
1761208,208
1060516,516
4769130,130
2343389,389
1499756,756
3812753,753
4261289,289
3030869,869
197734,734
913536,536
1773283,283
4429401,401
1068400,400
3719482,482
481902,902
4495168,168
3747838,838
506932,932
4589997,997
4821235,235
1597964,964
2497888,888
3700928,928
2719231,231
2861855,855
4788328,328
4435922,922
745934,934
165487,487
2656694,694
967520,520
129995,995
4400872,872
4749237,237
1149659,659
3452352,352
4314359,359
2796086,86
538283,283
3693281,281
3534594,594
2449998,998
2440692,692
965672,672
615101,101
3947026,26
1637086,86
2745050,50
1003309,309
4787324,324
2108137,137
3581804,804
3617922,922
4956978,978
4261827,827
3904895,895
1952603,603
667892,892
2234036,36
2878431,431
4610776,776
369321,321
3248670,670
954933,933
1541556,556
4802135,135
3546392,392
2888668,668
3847634,634
126393,393
2714075,75
3770630,630
2336409,409
2397083,83
4260683,683
4114981,981
255174,174
4613981,981
1019610,610
2899708,708
641785,785
987827,827
1636490,490
1750696,696
909273,273
3504082,82
2165975,975
2956095,95
4599905,905
2477995,995
1142596,596
2444310,310
291771,771
2240014,14
4676992,992
3771947,947
3193540,540
1431863,863
1670995,995
1092541,541
3372892,892
4094979,979
940861,861
4628262,262
1902666,666
3191362,362
3305251,251
1489437,437
2837424,424
2258806,806
1740314,314
2954269,269
4361575,575
1052408,408
963499,499
159066,66
2109257,257
2181582,582
1993082,82
4910533,533
4819740,740
2787918,918
1202628,628
851365,365
2181789,789
3791279,279
1104831,831
2110054,54
2240458,458
241829,829
3484938,938
2898304,304
2727367,367
1658629,629
1047824,824
338150,150
1881155,155
1516752,752
4471261,261
293146,146
3155157,157
1172235,235
4778790,790
2499043,43
3944402,402
4259731,731
3640275,275
4213197,197
3182635,635
307996,996
89669,669
1172097,97
2774238,238
4733308,308
592088,88
1694587,587
1220343,343
3023719,719
2551736,736
3671392,392
3331532,532
3249167,167
3569754,754
1072190,190
1134115,115
1885469,469
4617535,535
2343572,572
76304,304
1186635,635
3982522,522
1036745,745
228994,994
2166979,979
2809693,693
4314826,826
4090391,391
2488169,169
1865662,662
3170833,833
1163198,198
4968429,429
2792910,910
2092685,685
2224285,285
624903,903
3270093,93
4172307,307
1701984,984
2876646,646
1903237,237
4173502,502
3679775,775
944758,758
