id,value
127226,226
4800040,40
5899,899
3510195,195
2767140,140
316286,286
820095,95
4516046,46
4070164,164
2443621,621
4062024,24
4100310,310
4293654,654
4476628,628
1196477,477
1671100,100
1794054,54
4638909,909
748908,908
247847,847
2561040,40
967139,139
2365545,545
2672749,749
930494,494
768201,201
4729399,399
30362,362
3847633,633
4817677,677
4979013,13
1123770,770
2463605,605
4342199,199
3180601,601
2258712,712
33693,693
891717,717
820359,359
1933197,197
836235,235
4245058,58
3059820,820
4341464,464
427103,103
2429475,475
997274,274
4674438,438
236939,939
4704816,816
4416761,761
4087881,881
1112810,810
3755367,367
1130873,873
683905,905
1808664,664
2079173,173
1563536,536
2584570,570
2102597,597
2663101,101
4263029,29
1006593,593
3835602,602
1455874,874
2177440,440
2791758,758
1655236,236
2586928,928
1475390,390
393833,833
4262775,775
4487850,850
4662225,225
4211674,674
3296700,700
547619,619
1442005,5
1849489,489
1459090,90
2543491,491
4572125,125
1343596,596
1467721,721
3059250,250
499937,937
4219215,215
2526142,142
3821483,483
4299961,961
3438756,756
672551,551
3127188,188
86826,826
874557,557
4704012,12
350254,254
2033875,875
3531224,224
2548402,402
3069111,111
2362055,55
628189,189
880974,974
1204836,836
4296038,38
482492,492
3815288,288
860167,167
4930001,1
3174542,542
2047448,448
2631864,864
4081494,494
4902285,285
999838,838
993169,169
3087836,836
2380774,774
2364504,504
4975768,768
1975709,709
1566832,832
845531,531
2164938,938
2072824,824
1876026,26
276621,621
1801269,269
4673193,193
1118449,449
1944347,347
4682425,425
31002,2
2339790,790
3086757,757
681286,286
4707797,797
1547433,433
4251374,374
2105270,270
1452726,726
2690657,657
1084356,356
4944191,191
3001517,517
1667987,987
4873692,692
1090394,394
4526202,202
3308315,315
3068659,659
4111120,120
1552276,276
682000,0
902509,509
797164,164
41326,326
3929874,874
4636096,96
646764,764
4021038,38
3972687,687
308165,165
2434763,763
4956791,791
578784,784
2655990,990
4903845,845
2053199,199
327919,919
1342225,225
4821862,862
3883566,566
177736,736
1412171,171
1840236,236
2073977,977
179863,863
2758914,914
806999,999
1851167,167
1958142,142
3858323,323
495961,961
3783376,376
3550806,806
4950061,61
4765693,693
2719591,591
2088467,467
3715947,947
4628267,267
4832215,215
3573912,912
2932909,909
126785,785
2645484,484
3783900,900
3748413,413
3744870,870
4218717,717
3481206,206
3765814,814
261573,573
3160454,454
1637673,673
1693836,836
2881828,828
2393462,462
928053,53
4810484,484
3152183,183
2053490,490
1732515,515
748280,280
3844191,191
2790824,824
775891,891
3516550,550
3798877,877
237703,703
4982214,214
2518139,139
3542321,321
1153500,500
4189732,732
1130542,542
4127657,657
1877152,152
1447690,690
4679104,104
3367615,615
915448,448
4382107,107
3246293,293
1565529,529
3838657,657
4607508,508
2464484,484
1473126,126
1803451,451
1545840,840
877868,868
3870330,330
3548644,644
2218102,102
4381362,362
1442279,279
3217705,705
1533433,433
2141061,61
2238705,705
2135286,286
83282,282
3750214,214
2157515,515
3609090,90
1957557,557
3227996,996
1587830,830
3910275,275
3219303,303
3311126,126
1773514,514
766887,887
2851482,482
439891,891
1499348,348
2671612,612
2550645,645
4551981,981
363459,459
3255464,464
376284,284
3447234,234
4557386,386
3906689,689
986632,632
4427970,970
2391662,662
3772862,862
4863270,270
2293947,947
135883,883
4478445,445
1091184,184
1491201,201
84744,744
4740212,212
599323,323
2349955,955
2620813,813
4086909,909
672980,980
2016543,543
1745278,278
1226860,860
1993877,877
523048,48
361393,393
2453973,973
773712,712
3541656,656
3357825,825
4702243,243
4870007,7
2998172,172
4758376,376
4729617,617
3637659,659
3752037,37
2851965,965
231703,703
4917032,32
390013,13
788678,678
820400,400
1201971,971
2936325,325
1988430,430
372299,299
4735798,798
2876477,477
967819,819
4161452,452
1431078,78
3124707,707
1553716,716
1057865,865
4151533,533
4553797,797
3163845,845
3059757,757
800637,637
3883487,487
334636,636
3079717,717
1173110,110
1878456,456
4347881,881
4969692,692
2962618,618
3929496,496
2346885,885
2482624,624
