id,value
3437656,656
3217307,307
3130980,980
1845590,590
3997693,693
1984495,495
4681291,291
4642456,456
2937077,77
1486424,424
4971094,94
4836613,613
2970023,23
609030,30
602400,400
3744951,951
1447676,676
1303954,954
1596294,294
33075,75
3711076,76
1144554,554
3580219,219
1044287,287
278943,943
1457581,581
1354474,474
2022930,930
1864582,582
4567622,622
484328,328
383071,71
3579176,176
4659357,357
1881853,853
115886,886
2884597,597
1403825,825
4657313,313
4014408,408
48471,471
3150680,680
449278,278
2193948,948
612644,644
1031258,258
4948150,150
2959008,8
3989802,802
301388,388
3958358,358
4100590,590
4316081,81
2256727,727
2473220,220
2927667,667
4952574,574
3177887,887
2970595,595
3081720,720
4583611,611
2528722,722
3870065,65
73367,367
222555,555
1285184,184
2345198,198
4023390,390
812254,254
1583474,474
4254955,955
2519532,532
410801,801
4087702,702
44039,39
1462771,771
2890491,491
3232965,965
4071649,649
3818176,176
47459,459
4938306,306
4454636,636
2250374,374
4473888,888
3561079,79
4278673,673
1622929,929
3259370,370
4456163,163
3989061,61
3766729,729
2472317,317
2008557,557
2824745,745
4759515,515
1098846,846
3685469,469
4292466,466
1066160,160
87267,267
1808776,776
1106453,453
2236625,625
435585,585
1300740,740
1557698,698
696687,687
4021638,638
2839383,383
967313,313
4169640,640
104243,243
1800753,753
3468591,591
2443663,663
677311,311
118281,281
4963208,208
3549130,130
4722329,329
2894512,512
4218072,72
2402465,465
1001364,364
4186844,844
4530957,957
4385908,908
1416398,398
4948699,699
1187698,698
3429793,793
2381331,331
1547711,711
4836595,595
4164546,546
746250,250
608044,44
3025615,615
1813882,882
400155,155
3011860,860
2658257,257
3060736,736
3168142,142
4143260,260
44595,595
4645213,213
3849056,56
4237370,370
1485203,203
3305388,388
3678262,262
2758924,924
423401,401
1513535,535
1094079,79
4317411,411
4377918,918
4779014,14
914513,513
3736854,854
325738,738
3918448,448
3564962,962
384934,934
714085,85
733086,86
4878041,41
4695189,189
826887,887
2891397,397
611367,367
1604976,976
1689377,377
3347909,909
2199652,652
2397945,945
3500839,839
2587672,672
2602639,639
101692,692
2551016,16
4545257,257
4219088,88
113224,224
3546124,124
3207068,68
1074718,718
3336332,332
2488227,227
2111378,378
3534102,102
3911128,128
3266531,531
3974952,952
2023720,720
359576,576
206961,961
491507,507
688682,682
3017101,101
2319745,745
1410740,740
4826647,647
4911071,71
637356,356
4989250,250
4906072,72
3132271,271
1775026,26
2563921,921
4475957,957
3363709,709
117442,442
75996,996
1086244,244
2742701,701
4303601,601
779691,691
1130083,83
1165648,648
2742272,272
1516785,785
4116761,761
2542668,668
896596,596
314294,294
1235844,844
2053717,717
3227128,128
3966422,422
3692512,512
2378426,426
2822664,664
370010,10
1675104,104
3609935,935
4311764,764
3909471,471
4591506,506
4694441,441
1783763,763
477459,459
2419980,980
4766366,366
3919415,415
2606819,819
2898740,740
3538435,435
3784400,400
2135938,938
4524718,718
1264600,600
1217053,53
2138874,874
48647,647
4143318,318
839072,72
2802952,952
2705298,298
2379009,9
3094951,951
2662112,112
1981705,705
4597397,397
3141570,570
3468281,281
3312455,455
616447,447
4850667,667
1391178,178
4610335,335
3248971,971
3342249,249
927007,7
4722272,272
3710223,223
1132438,438
2018540,540
1428824,824
3297924,924
4630912,912
883901,901
1014727,727
58857,857
2673160,160
3194512,512
4290371,371
3149145,145
2135297,297
788215,215
2728712,712
4232566,566
1864491,491
4468675,675
2820845,845
2436005,5
4956984,984
1008872,872
4239293,293
4957437,437
2465893,893
4431267,267
1168143,143
2387982,982
1379320,320
103236,236
2756717,717
1218075,75
3064904,904
1621546,546
3897000,0
708510,510
636433,433
3155877,877
2641265,265
1646899,899
1051260,260
2571213,213
2421000,0
717286,286
2790363,363
2158005,5
2923648,648
2165222,222
4784054,54
573064,64
23570,570
2251743,743
3543394,394
4286290,290
3147152,152
3342302,302
3009812,812
763731,731
4581914,914
2794560,560
3642493,493
3176740,740
3338277,277
1867724,724
3517284,284
2256318,318
460920,920
866676,676
1661699,699
1417224,224
3594424,424
2439405,405
4500809,809
4336904,904
2176979,979
1961251,251
1135258,258
1704173,173
874310,310
328492,492
3638052,52
2660293,293
4079399,399
2312005,5
4511034,34
901259,259
1736061,61
486675,675
269478,478
3443899,899
3310466,466
852367,367
738076,76
36952,952
3066300,300
921578,578
1618754,754
4267631,631
734930,930
2247265,265
4640691,691
1035889,889
1904586,586
3774041,41
2339637,637
4667021,21
1161491,491
1572023,23
3640733,733
2647868,868
462499,499
4112750,750
2401047,47
4348615,615
2628289,289
1173174,174
688156,156
434537,537
1576537,537
4498921,921
1527274,274
4477765,765
4542034,34
133655,655
507855,855
3851871,871
2283871,871
1040570,570
2579772,772
4409815,815
1961114,114
2976836,836
2957138,138
804305,305
3822120,120
