id,value
585715,715
937819,819
1776747,747
692068,68
3046970,970
261173,173
3363485,485
120341,341
1299848,848
92053,53
4926802,802
3900875,875
1355857,857
132654,654
3509424,424
1982737,737
147855,855
2224870,870
3756921,921
2625423,423
1491219,219
3057074,74
3319980,980
222563,563
1482349,349
3801982,982
1687237,237
3838667,667
466810,810
3990454,454
3090978,978
3620295,295
1980934,934
2818374,374
2901085,85
4009998,998
3021909,909
3831300,300
4569870,870
3419905,905
4657708,708
4784,784
2951500,500
3295651,651
2271704,704
810323,323
721657,657
4526152,152
4643923,923
2635857,857
88446,446
2864057,57
4099735,735
3856888,888
128300,300
4013490,490
4909647,647
4071924,924
449837,837
4148337,337
3301536,536
396548,548
4440619,619
197937,937
4026896,896
2939289,289
2710564,564
1838713,713
281872,872
3123901,901
2552161,161
4170563,563
313644,644
4719756,756
1872646,646
3847090,90
325646,646
4190894,894
2322904,904
1454738,738
2109234,234
4234434,434
1117407,407
2373061,61
2730231,231
984236,236
4589745,745
1564867,867
180944,944
4558075,75
4764705,705
4235272,272
4076341,341
393587,587
959829,829
3695428,428
828221,221
1853698,698
3103098,98
3795845,845
3382569,569
4129710,710
3897385,385
1122782,782
871900,900
2354414,414
3298492,492
959336,336
2578622,622
1327373,373
631671,671
1889240,240
3869722,722
2927548,548
4763901,901
1397091,91
1855881,881
176452,452
3434676,676
3153521,521
2323873,873
3851656,656
3394025,25
729140,140
2293704,704
1491261,261
3181287,287
1694987,987
667256,256
1139582,582
2621174,174
1442909,909
1104093,93
1686355,355
4059954,954
655316,316
2299716,716
792828,828
1268481,481
3716177,177
1199565,565
1340047,47
3876139,139
2626545,545
612743,743
3334857,857
4007281,281
1397573,573
3631142,142
1921609,609
2968,968
3793849,849
3222036,36
2557418,418
4316536,536
2994917,917
302270,270
265537,537
2353642,642
1817792,792
3806845,845
2501320,320
3731796,796
3840899,899
1275668,668
846167,167
3734490,490
2092075,75
1534307,307
1913356,356
85296,296
2243882,882
393983,983
4859514,514
2939049,49
1355979,979
1002050,50
2299152,152
259039,39
3752768,768
952999,999
2166451,451
3783596,596
26698,698
1997697,697
2569307,307
4710896,896
985624,624
3067050,50
454181,181
1710711,711
3831748,748
3931789,789
4743958,958
3886388,388
1279673,673
2112013,13
3553107,107
4568607,607
3556685,685
4909016,16
3900437,437
993996,996
2484028,28
169851,851
1015339,339
710135,135
4806929,929
3313384,384
46388,388
3574637,637
1612210,210
2228230,230
1574326,326
44663,663
2553422,422
4678758,758
1402421,421
1560080,80
2466936,936
1948259,259
1724850,850
1040734,734
834322,322
1310684,684
4959087,87
3023170,170
3077176,176
4447896,896
2398256,256
930169,169
2740810,810
4271981,981
1338684,684
4011676,676
1747556,556
3059216,216
