id,value
627114,114
929966,966
622607,607
1565144,144
2233496,496
1194176,176
1423747,747
4200492,492
2649484,484
3567429,429
835411,411
4926537,537
1934211,211
4563776,776
816567,567
3889258,258
964936,936
4109024,24
4754614,614
2664927,927
1994712,712
1000677,677
3307326,326
1416060,60
1967326,326
803850,850
1687978,978
1133686,686
3813763,763
4872276,276
4881496,496
4622605,605
2770624,624
667847,847
1287926,926
1928905,905
4521517,517
3474629,629
2660140,140
220757,757
4292394,394
892383,383
2436569,569
1636846,846
4488160,160
3603528,528
4412822,822
2853361,361
731521,521
528363,363
2742840,840
2634071,71
3809656,656
4997625,625
3543218,218
3597142,142
2413221,221
3120524,524
327350,350
3427575,575
2711569,569
2606614,614
1172013,13
2879458,458
4300248,248
4312827,827
2605827,827
1377342,342
2239968,968
193144,144
3051833,833
2074100,100
1424378,378
4770957,957
4671369,369
2826826,826
1779777,777
320953,953
4054307,307
4138241,241
3743231,231
3989182,182
3578962,962
2277512,512
3909257,257
1581264,264
3015764,764
2169317,317
2347767,767
3641162,162
906231,231
1477527,527
1681531,531
3826138,138
1312752,752
2849352,352
3986471,471
4437094,94
1442319,319
1432679,679
2332851,851
173256,256
4568672,672
1543509,509
924509,509
1998337,337
382534,534
272392,392
2404486,486
9644,644
1174713,713
2235136,136
61831,831
4793425,425
1187014,14
4458815,815
1613089,89
2937896,896
1085112,112
4660383,383
2780954,954
4083276,276
3533357,357
242200,200
3718749,749
2885100,100
4688650,650
4322625,625
3801378,378
2121494,494
4017114,114
2565486,486
4452491,491
3936805,805
4875475,475
1021993,993
3806090,90
164254,254
2358057,57
2699324,324
1593501,501
4747352,352
4061343,343
483727,727
4513336,336
3326839,839
304889,889
341310,310
14104,104
1469086,86
4370402,402
1714505,505
4970340,340
832506,506
1177286,286
4028746,746
3336522,522
3771102,102
3763915,915
1096525,525
1424579,579
2460806,806
4516084,84
1161744,744
3631707,707
3400591,591
3730037,37
1269645,645
1334359,359
3842975,975
3029863,863
2855595,595
1437897,897
1393673,673
4247546,546
2632609,609
2573483,483
181004,4
3424152,152
4419825,825
995959,959
2992628,628
2631568,568
1202059,59
1059445,445
1509334,334
1100063,63
4697499,499
375696,696
3057408,408
78274,274
3712168,168
4537777,777
2471947,947
968631,631
442571,571
2280043,43
2469674,674
1181276,276
318883,883
3142098,98
1122316,316
4879150,150
1336111,111
641783,783
4940885,885
580038,38
1734586,586
1849951,951
1488033,33
2612929,929
4834329,329
479199,199
2682889,889
1518888,888
3247010,10
3345655,655
2021635,635
286298,298
719825,825
4587637,637
2676150,150
4240969,969
1343489,489
3195664,664
1573902,902
332441,441
3219114,114
1581697,697
685525,525
1940239,239
922805,805
3874632,632
1012675,675
2872047,47
2356690,690
111284,284
582279,279
1432922,922
2942588,588
3966346,346
1399679,679
2680286,286
1114565,565
1284138,138
4669792,792
805811,811
426799,799
3823711,711
3475287,287
4809013,13
975268,268
419931,931
351991,991
4310120,120
4434801,801
3136169,169
3546344,344
4261676,676
