id,value
1471564,564
3149651,651
3432984,984
148308,308
4680981,981
1676761,761
2309771,771
1769152,152
4231036,36
1247131,131
4412363,363
4964965,965
581374,374
4990926,926
793615,615
3936647,647
786364,364
2524189,189
90060,60
4161494,494
631177,177
1696663,663
4973057,57
4779471,471
3525003,3
2548085,85
4329456,456
1448650,650
292274,274
2823755,755
1658440,440
2025104,104
2123462,462
134154,154
2332665,665
3921093,93
1031101,101
3641198,198
2355217,217
531319,319
4179809,809
4368849,849
3271252,252
1497296,296
1515718,718
2052565,565
3737355,355
2089275,275
41771,771
1605908,908
605933,933
713112,112
1475721,721
698145,145
1611644,644
3659202,202
4404937,937
3884140,140
528698,698
3753214,214
3234665,665
3902448,448
929572,572
4416747,747
2753199,199
328994,994
4465920,920
1561189,189
2528626,626
335654,654
2823067,67
3354682,682
266510,510
2545428,428
2907208,208
3724735,735
1527755,755
2543053,53
4840456,456
20754,754
2174684,684
1428022,22
1206709,709
4373336,336
225558,558
4636547,547
3642022,22
566657,657
1496537,537
1908458,458
4073041,41
4350330,330
1694865,865
2903013,13
2364053,53
967645,645
2034270,270
1518151,151
1785606,606
1515970,970
2137818,818
75742,742
3313111,111
835329,329
4081806,806
4995272,272
1951960,960
4128719,719
3085434,434
1891927,927
26209,209
421303,303
3554907,907
2248387,387
2850961,961
344632,632
1994878,878
550147,147
960827,827
456720,720
1998622,622
3907595,595
4016351,351
4939837,837
1922631,631
4268923,923
1867464,464
509816,816
4515873,873
3746653,653
3427160,160
1253182,182
3628681,681
4915466,466
4938394,394
4940402,402
733089,89
3755202,202
4382969,969
4462258,258
2934446,446
267965,965
1642291,291
4126579,579
3644852,852
4960328,328
584579,579
534428,428
179310,310
2935603,603
2026195,195
3687083,83
1421110,110
4991695,695
1487465,465
3739902,902
1414137,137
3911502,502
50630,630
436905,905
3202053,53
3387549,549
1735008,8
4455222,222
4408828,828
3313144,144
3552888,888
357472,472
1385929,929
2221991,991
1312395,395
1101134,134
1034466,466
8255,255
338263,263
390106,106
3315452,452
4143857,857
194007,7
169340,340
606345,345
530063,63
3277585,585
3465505,505
1639722,722
3061630,630
846707,707
676148,148
3459817,817
2588026,26
2981403,403
3280729,729
1888237,237
485777,777
2025118,118
3153524,524
1858716,716
3717214,214
94272,272
4903282,282
3048236,236
311280,280
3775251,251
3472997,997
805086,86
3890966,966
2649135,135
2175079,79
4851984,984
2356573,573
2338334,334
438313,313
4437940,940
4707991,991
246138,138
4566920,920
270617,617
1919315,315
1496878,878
3102015,15
3354987,987
4889604,604
3356259,259
696817,817
4084687,687
125452,452
2088390,390
1575140,140
1456691,691
2208683,683
2978769,769
1821666,666
4400007,7
896611,611
175154,154
3472494,494
3533690,690
4721197,197
348099,99
1401097,97
3765582,582
1146440,440
1709266,266
3962870,870
895423,423
1826530,530
529132,132
3798629,629
390733,733
3333716,716
2067658,658
868428,428
4841384,384
2453157,157
3938574,574
1940618,618
901272,272
1368823,823
1077310,310
1069981,981
2740542,542
931446,446
501602,602
3230183,183
739345,345
741743,743
1834150,150
4377197,197
727520,520
598833,833
2144558,558
3472333,333
1775757,757
295694,694
3462632,632
128793,793
4007216,216
494424,424
4097396,396
475196,196
2205963,963
2310236,236
57464,464
3762976,976
2432233,233
2177525,525
519113,113
508448,448
1182105,105
750414,414
897095,95
3992496,496
1819834,834
2251721,721
1769507,507
588526,526
4032565,565
630408,408
3772473,473
3732992,992
4010160,160
1375174,174
49614,614
3123776,776
4120403,403
3805229,229
1238784,784
2890115,115
4223940,940
2775206,206
1245502,502
275748,748
2552061,61
191323,323
4781569,569
10130,130
3210546,546
3077573,573
3769774,774
1335349,349
2278037,37
4035506,506
3068681,681
3347824,824
4794309,309
1178806,806
2779283,283
4287417,417
4015151,151
2261777,777
2732737,737
3760313,313
2826863,863
649679,679
2452603,603
4711929,929
4090923,923
4688262,262
2369618,618
4429526,526
4143928,928
4902493,493
4070133,133
1928792,792
3421921,921
224903,903
3441867,867
4148896,896
2918875,875
3242573,573
705775,775
4836812,812
235922,922
4144750,750
196613,613
9069,69
2023438,438
1994722,722
3002114,114
3303231,231
3007818,818
558383,383
2834843,843
3213113,113
4658050,50
3945779,779
3677178,178
1431487,487
2922632,632
4157323,323
470210,210
58040,40
2168125,125
2418276,276
2246338,338
4905633,633
3556289,289
4675272,272
3647473,473
1272456,456
2724023,23
1998685,685
3956174,174
212703,703
1769880,880
4553968,968
4322942,942
3414465,465
1077994,994
831628,628
3139443,443
2442425,425
1018011,11
2607660,660
23115,115
3181284,284
1830138,138
3219574,574
705961,961
1367987,987
931616,616
4829969,969
1702961,961
1736205,205
2036519,519
457547,547
4385440,440
3005175,175
4874366,366
4305891,891
2590436,436
1998933,933
4098177,177
4441968,968
4663534,534
1290345,345
604542,542
3537623,623
174826,826
4452651,651
2231250,250
3759535,535
4466887,887
63786,786
1145687,687
2753847,847
3578709,709
3745364,364
1325987,987
2006097,97
4701496,496
4262552,552
1880254,254
3482942,942
601783,783
1852616,616
3951214,214
1821230,230
4741726,726
1738347,347
1823751,751
409729,729
1678452,452
3136392,392
1842440,440
1045289,289
139861,861
4895077,77
2484390,390
2316923,923
1182478,478
717027,27
4991342,342
577828,828
1389583,583
3332560,560
1702320,320
2935257,257
